Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-02 14:30:00+00:00,284.57000732421875,234.72000122070312,316.3299865722656,642.2525024414062,108.16500091552734,285.3089904785156,235.77000427246094,318.3800048828125,643.8790893554688,109.04000091552734,282.7300109863281,234.0500030517578,314.42999267578125,638.0700073242188,107.94999694824219,283.0,235.5,315.1499938964844,641.5,108.5,7878173,7353094,7062724,1873238,3856657
2025-12-02 15:30:00+00:00,285.5400085449219,234.39010620117188,314.6600036621094,639.468994140625,107.92500305175781,287.3999938964844,238.97000122070312,318.3800048828125,645.8499755859375,108.62999725341797,284.1499938964844,234.2100067138672,313.9100036621094,638.75,107.81999969482422,284.5400085449219,234.72000122070312,316.3550109863281,642.3200073242188,108.16000366210938,6214915,8194657,3531344,1270310,1887054
2025-12-02 16:30:00+00:00,285.8699951171875,236.19000244140625,315.6585998535156,644.8300170898438,108.44999694824219,285.9999084472656,236.39999389648438,315.8349914550781,645.6199951171875,108.44999694824219,284.8299865722656,233.5500030517578,314.1416931152344,638.2000122070312,107.5199966430664,285.5400085449219,234.39999389648438,314.6499938964844,639.25,107.91999816894531,2847056,4089566,1907799,848008,1634196
2025-12-02 17:30:00+00:00,285.2149963378906,235.16000366210938,316.2900085449219,645.8900146484375,108.95999908447266,286.3399963378906,236.32000732421875,316.4397888183594,646.8900146484375,109.16999816894531,284.94000244140625,234.66600036621094,314.1199951171875,642.9000244140625,108.45149993896484,285.8800048828125,236.1999969482422,315.6600036621094,644.864013671875,108.45999908447266,2725658,2161045,1525248,709671,1377594
2025-12-02 18:30:00+00:00,285.625,234.9821014404297,316.57000732421875,646.239990234375,109.31999969482422,286.1300048828125,235.33999633789062,316.9649963378906,647.6699829101562,109.45999908447266,285.0150146484375,234.5399932861328,315.7300109863281,644.510009765625,108.76000213623047,285.20001220703125,235.14999389648438,316.2099914550781,645.7999877929688,108.95500183105469,2146948,1748362,1294385,653026,1523039
2025-12-02 19:30:00+00:00,286.239990234375,235.5,315.635009765625,647.0050048828125,109.54000091552734,286.82000732421875,235.5800018310547,316.9482116699219,647.3599243164062,109.62999725341797,285.5801086425781,234.75999450683594,315.3700866699219,645.5499877929688,109.2750015258789,285.6000061035156,234.97999572753906,316.5899963378906,646.0599975585938,109.31999969482422,2898388,1942265,1476813,608568,1194338
2025-12-02 20:30:00+00:00,286.2300109863281,234.3699951171875,315.70001220703125,647.0900268554688,109.33499908447266,286.6099853515625,235.64999389648438,316.0,647.8699951171875,109.7300033569336,285.7099914550781,234.28500366210938,315.0,646.260009765625,109.16000366210938,286.239990234375,235.5,315.6199951171875,647.0399780273438,109.54499816894531,3132652,2719153,1818927,882700,1879108
2025-12-03 14:30:00+00:00,287.34051513671875,231.39999389648438,317.69000244140625,643.4041748046875,102.86499786376953,288.6099853515625,233.3800048828125,318.989990234375,648.8499145507812,106.87000274658203,285.8999938964844,230.63999938964844,314.1000061035156,641.6118774414062,102.02999877929688,286.20001220703125,233.35000610351562,315.760009765625,644.4099731445312,106.57499694824219,6627228,7330773,6705889,1590547,11991978
2025-12-03 15:30:00+00:00,286.4100036621094,232.18069458007812,319.1700134277344,642.5800170898438,103.50499725341797,287.5899963378906,233.19000244140625,320.1199951171875,644.8399047851562,103.73999786376953,285.75,231.0,317.239990234375,641.8200073242188,102.51000213623047,287.32000732421875,231.3800048828125,317.69500732421875,643.2750244140625,102.87000274658203,3581593,3572833,3285972,944738,5459911
2025-12-03 16:30:00+00:00,286.385009765625,232.47000122070312,320.17999267578125,645.8233032226562,103.80000305175781,286.82000732421875,232.7899932861328,320.75,645.8300170898438,103.83999633789062,285.5,231.84500122070312,318.9700012207031,642.4949951171875,103.20999908447266,286.4200134277344,232.2100067138672,319.1300048828125,642.5499877929688,103.50499725341797,2126959,1757102,2279260,663862,2795629
2025-12-03 17:30:00+00:00,285.6792907714844,231.9600067138672,321.1000061035156,644.7000122070312,103.56500244140625,286.44000244140625,232.63499450683594,321.42999267578125,645.9199829101562,103.81999969482422,285.3399963378906,231.89999389648438,319.6700134277344,644.27001953125,103.3499984741211,286.3500061035156,232.47000122070312,320.1000061035156,645.77001953125,103.80000305175781,2127386,1609332,1647138,408413,2449917
2025-12-03 18:30:00+00:00,285.2099914550781,231.92489624023438,320.364990234375,644.1849975585938,103.39990234375,285.94000244140625,232.4250030517578,321.5692138671875,645.2999877929688,103.66449737548828,284.8843078613281,231.8000030517578,320.31500244140625,643.1838989257812,103.08000183105469,285.67999267578125,231.97999572753906,321.1000061035156,644.614990234375,103.56999969482422,1618603,1532776,1623374,474190,2592187
2025-12-03 19:30:00+00:00,284.55499267578125,232.61000061035156,321.3399963378906,644.1181030273438,104.18499755859375,285.2499084472656,232.64999389648438,321.385009765625,645.3200073242188,104.30999755859375,284.2749938964844,231.72999572753906,319.8700866699219,643.8800048828125,103.33999633789062,285.2300109863281,231.9199981689453,320.364990234375,644.239990234375,103.3949966430664,11158331,1899280,1527107,551421,3564960
2025-12-03 20:30:00+00:00,284.1499938964844,232.3699951171875,319.5199890136719,639.739990234375,103.97000122070312,284.70001220703125,232.76499938964844,321.375,644.27001953125,104.27999877929688,283.5400085449219,232.27000427246094,319.2799987792969,638.5999755859375,103.5999984741211,284.54998779296875,232.60000610351562,321.32000732421875,644.0349731445312,104.18000030517578,0,2574866,3200725,1310744,4121724
