Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-21 14:30:00+00:00,269.8500061035156,216.26499938964844,296.25,585.1199951171875,105.88999938964844,270.45001220703125,217.91000366210938,301.5199890136719,596.0,106.52999877929688,265.82000732421875,215.27000427246094,295.1199951171875,584.9299926757812,104.4000015258789,265.8800048828125,216.3800048828125,296.4150085449219,588.5,105.0,10658658,11194304,16277279,3693066,5084200
2025-11-21 15:30:00+00:00,270.8999938964844,218.5749969482422,299.8999938964844,587.74267578125,105.23999786376953,271.4700012207031,218.61000061035156,301.4800109863281,587.9099731445312,106.0,269.2200012207031,215.25,293.8450012207031,581.8599853515625,104.81999969482422,269.7900085449219,216.27000427246094,296.2699890136719,585.1199951171875,105.88999938964844,4761138,6341071,8338770,2007970,2461936
2025-11-21 16:30:00+00:00,270.54998779296875,219.63999938964844,296.1199951171875,592.97998046875,105.22000122070312,271.1199951171875,220.72300720214844,299.9599914550781,593.9093017578125,105.54000091552734,269.80999755859375,216.91000366210938,295.25,586.4130859375,104.95999908447266,270.8900146484375,218.5749969482422,299.94000244140625,587.7999877929688,105.23999786376953,2949033,6048938,4602906,1489299,2552825
2025-11-21 17:30:00+00:00,270.9800109863281,218.7220001220703,296.9100036621094,591.625,104.94499969482422,271.6000061035156,220.0850067138672,297.7900085449219,595.0,105.69000244140625,270.20001220703125,218.00999450683594,295.42999267578125,589.0700073242188,104.80000305175781,270.6300048828125,219.75,296.125,593.0001220703125,105.20999908447266,2023820,3049149,2446053,1093645,1815537
2025-11-21 18:30:00+00:00,272.6099853515625,222.0500030517578,302.610107421875,597.548583984375,105.28600311279297,273.31500244140625,222.10000610351562,303.9200134277344,598.1199951171875,105.6500015258789,270.864990234375,218.58999633789062,296.6600036621094,591.1799926757812,104.81999969482422,270.9800109863281,218.7100067138672,296.8599853515625,591.530029296875,104.93000030517578,3562846,3506398,6533518,1107144,2501464
2025-11-21 19:30:00+00:00,271.3699951171875,220.18499755859375,299.7699890136719,594.0700073242188,104.92500305175781,273.2799987792969,222.20199584960938,302.8999938964844,597.739990234375,105.45999908447266,271.3500061035156,220.17999267578125,299.7699890136719,594.010009765625,104.79000091552734,272.57501220703125,222.07000732421875,302.5,597.5349731445312,105.27999877929688,3135966,3265276,3607158,1133638,2592012
2025-11-21 20:30:00+00:00,271.489990234375,220.64500427246094,299.739990234375,594.469970703125,104.3499984741211,272.1300048828125,221.32000732421875,301.3699951171875,596.0900268554688,105.04000091552734,270.5899963378906,219.88999938964844,298.8800048828125,593.260009765625,103.80999755859375,271.3500061035156,220.13999938964844,299.7699890136719,594.0499877929688,104.91999816894531,18794685,4137911,4256627,1341529,4721730
2025-11-24 14:30:00+00:00,273.0950012207031,225.8699951171875,316.8900146484375,611.3499755859375,104.33499908447266,275.9200134277344,226.7899932861328,318.55999755859375,611.8798828125,105.12999725341797,270.8999938964844,222.2899932861328,309.5950012207031,597.630126953125,103.31999969482422,270.8999938964844,222.5800018310547,310.94000244140625,598.719970703125,104.25,7995693,8170085,17838274,4179737,5611699
2025-11-24 15:30:00+00:00,275.0,224.94900512695312,314.364990234375,611.6528930664062,104.38500213623047,275.38958740234375,226.4149932861328,317.79998779296875,614.8200073242188,104.47000122070312,272.6499938964844,224.8699951171875,314.1600036621094,610.5,103.80000305175781,273.0799865722656,225.8489990234375,316.92498779296875,611.2999877929688,104.33999633789062,3612728,3321400,6079599,1855792,2464690
2025-11-24 16:30:00+00:00,274.8500061035156,224.6199951171875,315.0599060058594,614.239990234375,104.35990142822266,275.2699890136719,225.1199951171875,315.1199951171875,615.4000244140625,104.51000213623047,274.44000244140625,224.05499267578125,311.8800964355469,610.1099853515625,103.8499984741211,274.9700012207031,224.92999267578125,314.364990234375,611.5999755859375,104.38500213623047,2583089,2779034,4579102,1420646,2043279
2025-11-24 17:30:00+00:00,276.1199951171875,224.97000122070312,317.25,613.9400024414062,104.41000366210938,276.510009765625,225.58999633789062,317.989990234375,615.9199829101562,104.48999786376953,274.75,224.58999633789062,314.7900085449219,613.4000244140625,103.95010375976562,274.8500061035156,224.61000061035156,315.0450134277344,614.260009765625,104.33999633789062,3404232,2147819,3789476,1400027,2042267
2025-11-24 18:30:00+00:00,276.2195129394531,225.91000366210938,317.18499755859375,614.5800170898438,104.93000030517578,276.45001220703125,226.0399932861328,318.25,616.260009765625,104.93000030517578,275.8500061035156,224.75,315.2699890136719,613.0900268554688,104.2300033569336,276.1199951171875,224.9600067138672,317.2381896972656,613.9500122070312,104.41999816894531,2440121,2461309,3790684,951577,1552747
2025-11-24 19:30:00+00:00,276.4750061035156,226.09930419921875,317.8900146484375,615.0050048828125,104.56999969482422,276.6549987792969,226.86500549316406,318.8399963378906,615.659912109375,104.94000244140625,275.3550109863281,225.47000122070312,316.510009765625,613.760009765625,104.16000366210938,276.2300109863281,225.91000366210938,317.20001220703125,614.655029296875,104.93000030517578,2989562,3160681,4103070,1056339,2548591
2025-11-24 20:30:00+00:00,275.9800109863281,226.10000610351562,318.4200134277344,613.0349731445312,107.01000213623047,276.9800109863281,227.27000427246094,319.4800109863281,616.7000122070312,108.0199966430664,275.1099853515625,225.32000732421875,317.739990234375,612.969970703125,104.30999755859375,276.4700012207031,226.0850067138672,317.9100036621094,615.0999755859375,104.58000183105469,4904039,4097764,20536469,1571417,10794741
