Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-10 14:30:00+00:00,271.85699462890625,248.02999877929688,287.8797912597656,633.83740234375,1124.7950439453125,273.7300109863281,251.75,289.5799865722656,634.9600219726562,1128.18994140625,268.95001220703125,247.99000549316406,282.8550109863281,623.2999877929688,1104.113037109375,268.95001220703125,248.30999755859375,284.4200134277344,631.3900146484375,1107.0999755859375,7030981,7213922,6008025,3873187,720526
2025-11-10 15:30:00+00:00,269.06640625,246.3800048828125,286.3399963378906,630.4099731445312,1116.6300048828125,271.989990234375,248.08999633789062,288.45001220703125,633.8800048828125,1127.155029296875,269.04998779296875,245.58999633789062,285.5199890136719,626.489990234375,1114.6300048828125,271.8299865722656,248.0211944580078,287.8550109863281,633.6300048828125,1124.800048828125,3083676,3238084,2780350,1532229,257424
2025-11-10 16:30:00+00:00,269.0799865722656,247.10499572753906,286.57000732421875,633.864990234375,1116.83984375,269.7587890625,247.44500732421875,286.8385009765625,634.4600219726562,1122.25,268.489990234375,246.0,285.4700012207031,630.2999877929688,1116.249755859375,269.0400085449219,246.33999633789062,286.2799987792969,630.4099731445312,1116.6300048828125,2346213,2393779,1466071,1088389,175811
2025-11-10 17:30:00+00:00,269.7300109863281,248.6300048828125,288.1636047363281,632.8400268554688,1115.6300048828125,270.2300109863281,248.89999389648438,288.6600036621094,635.0,1118.7271728515625,269.010009765625,247.0955047607422,286.5,632.3300170898438,1114.3299560546875,269.07000732421875,247.10499572753906,286.6099853515625,633.9299926757812,1116.6663818359375,1807442,1959822,1222129,879505,162437
2025-11-10 18:30:00+00:00,269.6600036621094,248.7698974609375,290.3900146484375,632.780029296875,1115.5999755859375,270.3077087402344,248.95640563964844,290.739990234375,634.6500244140625,1118.1800537109375,267.4549865722656,248.47000122070312,288.1199951171875,632.010009765625,1115.2900390625,269.7099914550781,248.6529998779297,288.1658020019531,632.8400268554688,1115.6500244140625,3188667,1461943,1916585,781607,171050
2025-11-10 19:30:00+00:00,269.11859130859375,248.27000427246094,289.9700012207031,632.6320190429688,1120.659912109375,269.80999755859375,248.83999633789062,290.79998779296875,634.27001953125,1124.47998046875,269.04998779296875,248.1750030517578,289.8299865722656,631.989990234375,1112.56005859375,269.6300048828125,248.7449951171875,290.340087890625,632.7650146484375,1115.5400390625,2248210,1829109,1576441,871980,256469
2025-11-10 20:30:00+00:00,269.3599853515625,248.39500427246094,290.1300048828125,631.9299926757812,1120.18994140625,269.6000061035156,249.22999572753906,290.6700134277344,634.72998046875,1123.9200439453125,268.760009765625,247.89999389648438,289.864990234375,631.260009765625,1119.030029296875,269.1000061035156,248.25999450683594,289.9800109863281,632.6699829101562,1120.5,2892894,2320462,2296899,1486952,308211
2025-11-11 14:30:00+00:00,274.1000061035156,248.46780395507812,288.8351135253906,622.3699951171875,1123.510009765625,274.739990234375,249.62989807128906,291.1199951171875,629.5599975585938,1135.6800537109375,269.79998779296875,247.8300018310547,287.32000732421875,621.8101196289062,1112.800048828125,269.80999755859375,248.44500732421875,287.7449951171875,628.125,1118.75,9244708,3730327,3654605,2509903,559122
2025-11-11 15:30:00+00:00,272.5,247.5800018310547,288.6000061035156,622.3699951171875,1125.06005859375,274.3460998535156,248.9600067138672,289.7850036621094,623.9600219726562,1128.9200439453125,272.42999267578125,247.5449981689453,288.1300048828125,619.4000244140625,1122.5699462890625,274.1000061035156,248.4573974609375,288.79998779296875,622.3651123046875,1123.3299560546875,3452496,2380534,1580139,1416358,176573
2025-11-11 16:30:00+00:00,273.31500244140625,248.26829528808594,289.5400085449219,623.3800048828125,1124.18994140625,273.614990234375,248.47999572753906,290.1300048828125,625.5999755859375,1125.5899658203125,271.7799987792969,247.22999572753906,288.20001220703125,621.732177734375,1118.9000244140625,272.510009765625,247.60000610351562,288.6199951171875,622.4000244140625,1124.9949951171875,2525614,1320221,1101132,846209,181061
2025-11-11 17:30:00+00:00,274.4800109863281,249.3260040283203,289.3299865722656,624.1300048828125,1130.68994140625,274.70001220703125,249.38999938964844,289.7300109863281,624.64990234375,1132.0,273.0299987792969,248.0,288.7950134277344,623.2800903320312,1124.0699462890625,273.3299865722656,248.2736053466797,289.54998779296875,623.3699951171875,1124.0699462890625,2634766,1560683,964967,657328,208729
2025-11-11 18:30:00+00:00,275.32000732421875,249.3699951171875,290.1400146484375,625.02001953125,1132.75,275.6600036621094,249.74989318847656,291.2784118652344,626.1500244140625,1136.0,274.1600036621094,249.1042938232422,288.9696044921875,623.4000244140625,1130.6099853515625,274.489990234375,249.30999755859375,289.3299865722656,624.1300048828125,1130.8199462890625,3455305,1357003,1298306,783117,212113
2025-11-11 19:30:00+00:00,275.25,248.8800048828125,290.7099914550781,626.6500244140625,1136.5400390625,275.760009765625,249.5,290.8900146484375,626.8400268554688,1137.4998779296875,275.04998779296875,248.82000732421875,290.1000061035156,625.0,1132.3199462890625,275.3299865722656,249.42999267578125,290.17999267578125,625.1500244140625,1132.729248046875,2653431,1253534,1115813,653056,195835
2025-11-11 20:30:00+00:00,275.29998779296875,249.13999938964844,291.2950134277344,627.1799926757812,1136.5999755859375,275.8450012207031,249.47000122070312,291.9150085449219,628.0,1139.2198486328125,274.79998779296875,248.75,290.5899963378906,626.1801147460938,1134.9000244140625,275.239990234375,248.8699951171875,290.7200012207031,626.5599975585938,1136.5899658203125,4039713,1833663,2337010,1018218,966986
